REF_DATE,GEO,DGUID,Coordinate,"Population and dwelling counts (13): Land area in square kilometres, 2021 [10]"
2021,Bois-Franc,2021A00052483085,1437,71.56
2021,Matapédia,2021A00052406045,1008,71.59
2021,Hatley,2021A00052445055,1858,71.6
2021,Lac-du-Cerf,2021A00052479015,959,71.73
2021,Marston,2021A00052430035,1513,71.83
2021,Neuville,2021A00052434007,2087,71.92
2021,Saint-Zéphirin-de-Courval,2021A00052450090,1964,71.94
2021,Tyendinaga Mohawk Territory,2021A00053512004,2434,72.02
2021,East Hereford,2021A00052444010,1137,72.1
2021,Lac-Metei,2021A00052489908,1426,72.12
2021,Ignace,2021A00053560001,2460,72.13
2021,Saint-Frédéric,2021A00052427065,2135,72.35
2021,Saint-Jean-Baptiste,2021A00052457033,1470,72.36
2021,Sainte-Hélène-de-Bagot,2021A00052454095,1720,72.41
2021,Mayo,2021A00052480065,2031,72.51
2021,Sainte-Luce,2021A00052409092,1396,72.59
2021,Verchères,2021A00052459025,1789,72.63
2021,Vaudreuil-Dorion,2021A00052471083,2263,72.65
2021,Yamaska,2021A00052453072,2058,72.82
2021,Houston,2021A00055951034,4618,72.88
2021,Central Kings,2021A00051101027,391,72.94
2021,Sainte-Cécile-de-Milton,2021A00052447055,1324,72.96
2021,Saint-Rémi-de-Tingwick,2021A00052439020,990,72.97
2021,Blue Sea,2021A00052483045,1436,72.97
2021,Deer Lake,2021A00051005004,182,73.26
2021,Maskinongé,2021A00052451008,1808,73.31
2021,qathet E,2021A00055927020,5152,73.32
2021,Eastman,2021A00052445093,1856,73.57
2021,Austin,2021A00052445085,1853,73.58
2021,Gallichan,2021A00052487020,914,73.61
2021,Saint-Liboire,2021A00052454072,1714,73.82
2021,Sackville,2021A00051307009,851,73.91
2021,Kootenay 1,2021A00055901803,4863,74.02
2021,Summerland,2021A00055907035,5122,74.04
2021,Saint-Anselme,2021A00052419062,1048,74.22
2021,Grand Rapids,2021A00054621025,3101,74.27
2021,Notre-Dame-du-Nord,2021A00052485090,2211,74.34
2021,Saint-Norbert,2021A00052452070,1161,74.6
2021,Lemieux,2021A00052438020,1104,74.6
2021,Doncaster,2021A00052478802,1688,74.62
2021,"East River, Part 2",2021A00051101052,392,74.64
2021,Ogden,2021A00052445020,1861,74.68
2021,Nanaimo E,2021A00055921030,5066,74.83
2021,Saint-Simon-de-Rimouski,2021A00052411055,1644,74.84
2021,Behchokò,2021A00056103031,5405,74.96
2021,Pheasant Rump Nakota 68,2021A00054701819,3202,74.99
2021,Akulivik,2021A00052499125,1969,75.02
2021,Matagami,2021A00052499015,1997,75.12
2021,Saint-Octave-de-Métis,2021A00052409055,1392,75.16
2021,Pointe-aux-Outardes,2021A00052496030,1780,75.19
2021,Sainte-Victoire-de-Sorel,2021A00052453025,2056,75.26
2021,Saint-Médard,2021A00052411025,1643,75.28
2021,Norton,2021A00051305018,715,75.35
2021,Kars,2021A00051305036,712,75.54
2021,Simonds,2021A00051311021,625,75.57
2021,Saint-Nérée-de-Bellechasse,2021A00052419045,1058,75.76
2021,Saint-Eugène,2021A00052449105,1183,75.84
2021,Sainte-Séraphine,2021A00052439105,995,75.86
2021,Beaulac-Garthby,2021A00052431008,1618,75.96
2021,Saint-Léon-le-Grand,2021A00052451035,1813,75.97
2021,Wabaseemoong,2021A00053560061,2495,76.08
2021,Saint-Fortunat,2021A00052431030,1626,76.09
2021,Sainte-Mélanie,2021A00052461050,1216,76.1
2021,Serpent River 7,2021A00053557072,2291,76.14
2021,Saint-Alexandre,2021A00052456055,1532,76.27
2021,Dixville,2021A00052444023,1136,76.56
2021,Sainte-Louise,2021A00052417060,1255,76.59
2021,Shigawake,2021A00052405010,1077,76.82
2021,Saint-Célestin,2021A00052450035,1959,76.99
2021,Dieppe,2021A00051307045,841,77.02
2021,Saint-Louis-de-Gonzague,2021A00052470035,1036,77.04
2021,Fairford 50,2021A00054618067,3056,77.08
2021,Saint-Jude,2021A00052454110,1713,77.33
2021,Lac-Alfred,2021A00052407912,1356,77.53
2021,Muscowpetung 80,2021A00054706813,3441,77.55
2021,Les Cèdres,2021A00052471050,2247,77.63
2021,Pierreville,2021A00052450113,1957,77.71
2021,Saint-Bruno,2021A00052493030,1486,77.86
2021,Fort Simpson,2021A00056104038,5413,77.89
2021,Wasagamack,2021A00054622800,3136,77.9
2021,Pine Creek 66A,2021A00054619070,3081,77.9
2021,Val-Brillant,2021A00052407080,1377,77.9
2021,Saint-Gabriel-Lalemant,2021A00052414075,1228,77.92
2021,Waterhen 130,2021A00054717806,4062,78.11
2021,Saint-Rémi,2021A00052468055,1680,78.18
2021,Sainte-Clotilde,2021A00052468020,1682,78.21
2021,Abitibi 70,2021A00053556033,2321,78.23
2021,Sainte-Aurélie,2021A00052428015,1667,78.25
2021,"Division No.  1, Subd. O",2021A00051001452,41,78.38
2021,Saint-Paul-de-la-Croix,2021A00052412035,2130,78.42
2021,Saint Croix,2021A00051302028,644,78.6
2021,Saint-Bonaventure,2021A00052449125,1180,78.72
2021,Saint-Tharcisius,2021A00052407070,1370,78.84
2021,Saint-Justin,2021A00052451045,1812,78.96
2021,Marten Falls 65,2021A00053560052,2472,79.0
2021,Brandon,2021A00054607062,2958,79.04
2021,Saint-Jean-de-Brébeuf,2021A00052431100,1629,79.15
2021,Bolton-Est,2021A00052445095,1855,79.39
2021,Déline,2021A00056102003,5399,79.39
2021,Nahanni Butte,2021A00056104010,5417,79.42
2021,Saint-Wenceslas,2021A00052450023,1963,79.57
2021,Sainte-Marthe,2021A00052471110,2260,79.6
2021,Saint-Paul-d'Abbotsford,2021A00052455015,2163,79.6
2021,Kehewin 123,2021A00054812811,4400,79.64
2021,Saint-Damase,2021A00052454017,1709,79.65
2021,Lamaline,2021A00051002012,120,79.75
2021,Mont-Saint-Grégoire,2021A00052456097,1530,79.83
2021,Lotbinière,2021A00052433115,1755,79.91
2021,Skeetchestn,2021A00055933817,5321,79.92
2021,Kahkewistahaw 72,2021A00054705804,3340,79.95
2021,Saint-Roch-de-l'Achigan,2021A00052463035,1900,80.06
2021,Valcourt,2021A00052442060,1614,80.39
2021,Saint-Jacques-de-Leeds,2021A00052431140,1627,80.56
2021,Lac-Minaki,2021A00052462902,1834,80.59
2021,Saint-Marc-de-Figuery,2021A00052488040,902,80.79
2021,Casey,2021A00053554029,2838,80.8
2021,Espanola,2021A00053552026,2789,81.0
2021,Lac-au-Saumon,2021A00052407057,1359,81.05
2021,Poundmaker 114,2021A00054713835,3805,81.14
2021,Welland,2021A00053526032,2601,81.16
2021,Notre-Dame-de-Lourdes,2021A00052432080,1262,81.39
2021,Lamarche,2021A00052493060,1483,81.45
2021,Sturgeon Lake 101,2021A00054716856,4004,81.5
2021,Puvirnituq,2021A00052499120,2003,81.61
2021,Ascot Corner,2021A00052441055,1543,81.64
2021,Saint-Julien,2021A00052431035,1631,81.7
2021,Saint-Pierre-Baptiste,2021A00052432050,1267,81.77
2021,St. Jacques-Coomb's Cove,2021A00051003003,162,81.89
2021,Brethour,2021A00053554032,2837,81.97
2021,Saint-Damien-de-Buckland,2021A00052419030,1050,82.04
2021,Norman Wells,2021A00056102007,5401,82.09
2021,Norway House 17,2021A00054622058,3129,82.12
2021,Sainte-Lucie-de-Beauregard,2021A00052418020,1917,82.17
2021,Baldwin,2021A00053552028,2783,82.49
2021,Saint-Léonard-d'Aston,2021A00052450042,1962,82.55
2021,Saint-Théodore-d'Acton,2021A00052448045,936,82.82
2021,Saint-Épiphane,2021A00052412030,2131,82.85
2021,Sainte-Béatrix,2021A00052462020,1849,82.96
2021,Sainte-Élisabeth,2021A00052452030,1163,83.0
2021,Cowichan Valley H,2021A00055919017,4827,83.02
2021,Garden Hill First Nation,2021A00054622048,3121,83.05
2021,Sainte-Marguerite,2021A00052426035,1404,83.05
2021,Saint-Césaire,2021A00052455023,2161,83.06
2021,Saint-Camille,2021A00052440025,1741,83.1
2021,Saint-Armand,2021A00052446017,1094,83.16
2021,Saint-Ferréol-les-Neiges,2021A00052421010,1283,83.18
2021,Thorold,2021A00053526037,2599,83.29
2021,Sainte-Paule,2021A00052408040,1351,83.36
2021,Cumberland 100A,2021A00054715850,3889,83.53
2021,Buffalo River Dene Nation,2021A00054718818,4071,83.63
2021,Sainte-Hélène-de-Chester,2021A00052439035,994,83.72
2021,Rivière-du-Loup,2021A00052412072,2123,83.74
2021,Sakimay 74,2021A00054705805,3365,83.77
2021,Cote 64,2021A00054709819,3579,83.92
2021,Kapuskasing,2021A00053556066,2334,83.98
2021,Sainte-Sophie-de-Lévrard,2021A00052438040,1112,84.05
2021,Victoriaville,2021A00052439062,999,84.33
2021,Saint-Sixte,2021A00052480070,2042,84.34
2021,Saint-Edmond-les-Plaines,2021A00052492050,1800,84.39
2021,Airdrie,2021A00054806021,4212,84.39
2021,Henvey Inlet 2,2021A00053549075,2646,84.54
2021,Sainte-Justine-de-Newton,2021A00052471115,2259,84.59
2021,Saint-Hugues,2021A00052454100,1711,84.64
2021,Saint-Denis-sur-Richelieu,2021A00052457068,1469,84.64
2021,Wabasca 166,2021A00054817818,4529,84.64
2021,Larouche,2021A00052494265,1585,84.71
2021,Saint-Charles-Garnier,2021A00052409010,1388,84.79
2021,Saint-Alexis-de-Matapédia,2021A00052406050,1014,84.91
2021,Saint-Joseph-de-Kamouraska,2021A00052414030,1230,84.96
2021,Prince,2021A00053557066,2287,84.98
2021,Wentworth,2021A00052476035,977,85.03
2021,James,2021A00053554042,2850,85.4
2021,Pointe-Lebel,2021A00052496025,1779,85.54
2021,Miscouche,2021A00051103040,428,85.54
2021,McGarry,2021A00053554058,2857,85.62
2021,Saint-Benoît-Labre,2021A00052429100,1021,85.65
2021,Caplan,2021A00052405060,1065,85.69
2021,Saint-Patrice-de-Beaurivage,2021A00052433025,1764,85.73
2021,Saint-Augustin-de-Desmaures,2021A00052423072,2105,85.8
2021,Saint-Lazare-de-Bellechasse,2021A00052419050,1053,85.93
2021,Sainte-Marguerite-Marie,2021A00052407005,1375,85.97
2021,Coulée-des-Adolphe,2021A00052404904,1310,86.2
2021,Saint-Sylvère,2021A00052438005,1108,86.3
2021,Sainte-Eulalie,2021A00052450005,1965,86.3
2021,Sainte-Catherine-de-Hatley,2021A00052445060,1866,86.34
2021,Pitt Meadows,2021A00055915070,4976,86.34
2021,Indian Bay,2021A00051007067,247,86.49
2021,Ministikwan 161,2021A00054717809,4046,86.58
2021,St. Vincent's-St. Stephen's-Peter's River,2021A00051001169,88,86.62
2021,Lac-des-Aigles,2021A00052413060,2225,86.63
2021,Saint-Clément,2021A00052411005,1639,86.72
2021,Brigham,2021A00052446090,1083,86.92
2021,Sainte-Françoise,2021A00052438035,1110,87.02
2021,Saint-Eugène-d'Argentenay,2021A00052492065,1801,87.05
2021,Saint-Elzéar,2021A00052426022,1400,87.07
2021,West Vancouver,2021A00055915055,4985,87.18
2021,Guelph,2021A00053523008,2875,87.43
2021,Saint-Germain-de-Grantham,2021A00052449048,1185,87.47
2021,West St. Paul,2021A00054613037,3003,87.49
2021,Notre-Dame-du-Bon-Conseil,2021A00052449080,1179,87.49
2021,Dubreuilville,2021A00053557079,2271,87.53
2021,Tyne Valley,2021A00051103021,440,87.63
2021,Lorrainville,2021A00052485037,2209,87.91
2021,Saint-Guillaume,2021A00052449113,1186,87.91
2021,Grande-Rivière,2021A00052402015,1574,87.92
2021,Fort Alexander 3,2021A00054619050,3075,87.95
2021,Gauthier,2021A00053554066,2845,87.98
2021,Sainte-Claire,2021A00052419055,1062,88.14
2021,Saint-Félix-de-Valois,2021A00052462007,1844,88.4
2021,Unipouheos 121,2021A00054812802,4409,88.55
2021,Havelock,2021A00052469005,1563,88.7
2021,Sainte-Françoise,2021A00052411030,1646,88.83
2021,Evanturel,2021A00053554049,2844,89.21
2021,Saint-Gervais,2021A00052419075,1051,89.33
2021,Saint-Stanislas,2021A00052437245,1200,89.38
2021,Pasqua 79,2021A00054706812,3446,89.54
2021,Okanagan (Part) 1,2021A00055937801,5088,89.79
2021,Saint-Alexandre-des-Lacs,2021A00052407065,1364,89.82
2021,Weagamow Lake 87,2021A00053560059,2500,89.84
2021,La Plonge 192,2021A00054718807,4094,89.96
2021,Gore,2021A00052476025,970,90.04
2021,Saint-Bernard,2021A00052426055,1399,90.1
2021,Dorchester,2021A00051307011,842,90.13
2021,Armstrong,2021A00053554036,2836,90.16
2021,Saint-Jérôme,2021A00052475017,1413,90.18
2021,Ange-Gardien,2021A00052455008,2157,90.21
2021,Hudson,2021A00053554021,2849,90.28
2021,Courcelles,2021A00052430090,1508,90.34
2021,Nanaimo,2021A00055921007,5062,90.45
2021,Burnaby,2021A00055915025,4954,90.57
2021,Kerns,2021A00053554024,2851,90.66
2021,Sainte-Félicité,2021A00052408023,1350,90.73
2021,Mosquito 109,2021A00054712830,3756,90.81
2021,Acton Vale,2021A00052448028,931,91.01
2021,Saint-Pierre-de-la-Rivière-du-Sud,2021A00052418055,1914,91.05
2021,Saint-Tite,2021A00052435027,1947,91.1
2021,Fort Smith,2021A00056105001,5424,91.21
2021,Hilliard,2021A00053554034,2848,91.27
2021,Saint-Maurice,2021A00052437230,1197,91.36
2021,Duhamel-Ouest,2021A00052485030,2198,91.49
2021,Sainte-Marguerite-du-Lac-Masson,2021A00052477012,1735,91.56
2021,Saint-Aimé-des-Lacs,2021A00052415030,1129,91.61
2021,Bathurst,2021A00051315011,657,91.62
2021,Val-Joli,2021A00052442095,1612,91.69
2021,Saint-Sébastien,2021A00052430085,1522,91.95
2021,Farnham,2021A00052446112,1089,92.12
2021,Sainte-Christine,2021A00052448020,937,92.12
2021,Sainte-Sophie-d'Halifax,2021A00052432023,1268,92.13
2021,Alberni-Clayoquot B,2021A00055923033,4573,92.22
2021,Harley,2021A00053554026,2846,92.34
2021,Sainte-Euphémie-sur-Rivière-du-Sud,2021A00052418035,1916,92.44
2021,White Bear 70,2021A00054701808,3213,92.45
2021,Disraeli,2021A00052431020,1620,92.53
2021,Saint-Patrice-de-Sherrington,2021A00052468025,1679,92.55
2021,Durham-Sud,2021A00052449015,1175,92.64
2021,Gillies,2021A00053558012,2805,92.68
2021,Saint-Colomban,2021A00052475005,1411,92.71
2021,Charlton and Dack,2021A00053554044,2840,92.74
2021,Saint-David,2021A00052453005,2049,92.97
2021,Gambo,2021A00051007047,242,93.03
2021,Saint-Charles-de-Bellechasse,2021A00052419097,1049,93.3
2021,Sainte-Anne-des-Plaines,2021A00052473035,2193,93.44
2021,Saint-Cyprien,2021A00052428040,1661,93.48
2021,Nain,2021A00051011035,383,93.5
2021,Kinnear's Mills,2021A00052431105,1623,93.66
2021,Saint-Prosper-de-Champlain,2021A00052437250,1199,94.11
2021,La Présentation,2021A00052454035,1706,94.39
2021,Notre-Dame-des-Neiges,2021A00052411045,1638,94.44
2021,Douglas Lake 3,2021A00055933802,5270,94.5
2021,Saint-Thomas,2021A00052461027,1215,94.57
2021,Tecumseh,2021A00053537048,2380,94.59
2021,Red Pheasant 108,2021A00054712829,3762,94.59
2021,Notre-Dame-Auxiliatrice-de-Buckland,2021A00052419010,1047,94.71
2021,New London,2021A00051102071,470,94.72
2021,Varennes,2021A00052459020,1788,94.8
2021,Maria,2021A00052406005,1007,94.88
2021,Sainte-Félicité,2021A00052417025,1254,94.89
2021,Paspébiac,2021A00052405032,1071,94.98
2021,Kakisa,2021A00056104005,5416,95.14
2021,Saint-Paulin,2021A00052451060,1815,95.41
2021,White River,2021A00053557091,2299,95.55
2021,Fort Nelson 2,2021A00055959806,5094,95.58
2021,Lac-Simon,2021A00052480095,2027,95.65
2021,Saint-Donat,2021A00052409030,1389,95.8
2021,L'Ascension-de-Patapédia,2021A00052406060,1005,95.98
2021,Nicolet,2021A00052450072,1955,96.11
2021,St. Catharines,2021A00053526053,2598,96.2
2021,Oujé-Bougoumou,2021A00052499818,2002,96.22
2021,Muskoday First Nation,2021A00054715847,3917,96.28
2021,Saint-François-de-la-Rivière-du-Sud,2021A00052418060,1911,96.35
2021,Vernon,2021A00055937014,5091,96.43
2021,Poorman 88,2021A00054710825,3662,96.51
2021,Waywayseecappo First Nation,2021A00054616017,3034,96.64
2021,Baie-du-Febvre,2021A00052450100,1952,96.78
2021,Fraser Valley G,2021A00055909062,4887,96.81
2021,Saint-Apollinaire,2021A00052433090,1759,96.83
2021,Sagamok,2021A00053557071,2289,96.83
2021,Très-Saint-Sacrement,2021A00052469030,1571,97.16
2021,Saint-Cléophas,2021A00052407090,1365,97.22
2021,Saint-Alphonse-Rodriguez,2021A00052462025,1840,97.54
2021,L'Avenir,2021A00052449025,1176,97.59
2021,La Reine,2021A00052487080,915,97.63
2021,Roxton Pond,2021A00052447047,1321,97.64
2021,Sainte-Geneviève-de-Batiscan,2021A00052437215,1202,97.65
2021,Saint-André-d'Argenteuil,2021A00052476008,976,97.69
2021,Saint-François-Xavier-de-Brompton,2021A00052442020,1608,97.71
2021,Saint-Cyprien-de-Napierville,2021A00052468035,1676,97.75
2021,Morin Lake 217,2021A00054718808,4102,97.98
2021,Fox Lake 162,2021A00054817835,4496,98.03
2021,Hearst,2021A00053556076,2332,98.06
2021,Lac-Boisbouscache,2021A00052411902,1637,98.15
2021,Nemaska,2021A00052499808,2001,98.42
2021,Saint-Édouard-de-Lotbinière,2021A00052433080,1766,98.43
2021,Saint-Aubert,2021A00052417055,1246,98.45
2021,Saint-Adrien,2021A00052440010,1740,98.52
2021,Wickham,2021A00052449040,1191,98.63
2021,Brantford,2021A00053529006,2302,98.65
2021,L'Assomption,2021A00052460028,1239,98.74
2021,Saint-Basile,2021A00052434038,2092,98.84
2021,Malpeque Bay,2021A00051103007,424,98.97
2021,Barrie,2021A00053543042,2753,99.01
2021,Clerval,2021A00052487075,911,99.17
2021,Rigaud,2021A00052471133,2252,99.2
2021,Saint-Gabriel-de-Brandon,2021A00052452085,1159,99.23
2021,Hay Lake 209,2021A00054817845,4497,99.29
2021,Barnston-Ouest,2021A00052444045,1133,99.36
2021,Sainte-Julienne,2021A00052463060,1901,99.42
2021,Saint-Didace,2021A00052452090,1157,99.6
2021,Saint-Lambert,2021A00052487120,925,99.81
2021,Umingmaktok,2021A00056208068,5443,99.95
2021,Puskiakiwenin 122,2021A00054812804,4403,100.03
2021,Miminegash,2021A00051103063,426,100.17
2021,Saint-Chrysostome,2021A00052469017,1569,100.2
2021,Saint-Hilarion,2021A00052416050,1120,100.3
2021,Saint-Adelme,2021A00052408030,1345,100.58
2021,Lac-Devenyns,2021A00052462904,1831,100.71
2021,Richmond Hill,2021A00053519038,2889,100.79
2021,Peepeekisis 81,2021A00054706816,3447,100.83
2021,Bolton-Ouest,2021A00052446065,1082,100.94
2021,Saint-Malachie,2021A00052419025,1055,101.07
2021,Kasabonika Lake,2021A00053560096,2461,101.73
2021,Riverhead,2021A00051001181,77,101.84
2021,Sainte-Edwidge-de-Clifton,2021A00052444055,1142,101.84
2021,Villeroy,2021A00052432085,1269,101.9
2021,Val-Alain,2021A00052433070,1769,102.54
2021,Lot 11 and Area,2021A00051103039,423,102.61
2021,Saint-Isidore,2021A00052426063,1401,102.61
2021,Lanoraie,2021A00052452017,1151,102.74
2021,Saint-Onésime-d'Ixworth,2021A00052414080,1231,102.76
2021,Saint Stephen,2021A00051302034,649,102.83
2021,Les Hauteurs,2021A00052409015,1383,102.92
2021,Saint-Norbert-d'Arthabaska,2021A00052439043,988,102.98
2021,Callander,2021A00053549066,2642,102.98
2021,Albertville,2021A00052407025,1353,103.13
2021,Laird,2021A00053557011,2282,103.25
2021,Yellowknife,2021A00056106023,5433,103.37
2021,Clyde River,2021A00056204015,5456,103.38
2021,Piopolis,2021A00052430020,1517,103.38
2021,Sainte-Florence,2021A00052407010,1373,103.48
2021,Saanich,2021A00055917021,4666,103.59
2021,Big River 118,2021A00054716858,3949,103.76
2021,Ham-Nord,2021A00052439010,981,103.98
2021,Saint-Augustin,2021A00052492005,1799,104.25
2021,Ermineskin 138,2021A00054811801,4350,104.32
2021,Red Deer,2021A00054808011,4286,104.34
2021,Saint-Louis-de-Blandford,2021A00052439170,987,104.36
2021,Tignish,2021A00051103061,438,104.43
2021,Manseau,2021A00052438028,1105,104.48
2021,Bonaventure,2021A00052405045,1064,104.5
2021,Gander,2021A00051006009,215,104.53
2021,Saint-Étienne-des-Grès,2021A00052451090,1819,104.54
2021,Squamish,2021A00055931006,5201,104.71
2021,Saint-Léandre,2021A00052408065,1347,104.72
2021,Sacré-Coeur-de-Jésus,2021A00052431130,1624,104.73
2021,Igloolik,2021A00056204012,5459,104.86
2021,Saint-Barthélemy,2021A00052452055,1154,105.36
2021,Racine,2021A00052442032,1604,105.63
2021,Auclair,2021A00052413045,2222,105.78
2021,Saint-Mathieu-d'Harricana,2021A00052488050,903,105.86
2021,Notre-Dame-de-la-Paix,2021A00052480020,2037,105.96
2021,"Division No.  8, Subd. F",2021A00051008042,281,106.35
2021,Yamachiche,2021A00052451020,1822,106.39
2021,Saint-Narcisse,2021A00052437240,1198,106.74
2021,Saint-Lambert-de-Lauzon,2021A00052426070,1402,106.76
2021,Cambridge-Narrows,2021A00051304013,773,106.79
2021,Edmundston,2021A00051313027,728,106.84
2021,Mascouche,2021A00052464015,1724,106.89
2021,Spanish,2021A00053557039,2292,106.9
2021,Saint-Valérien-de-Milton,2021A00052454065,1719,106.92
2021,Lac La Hache 220,2021A00054718832,4096,106.98
2021,Saint-Jean-de-la-Lande,2021A00052413010,2234,107.03
2021,Saint-Mathieu-de-Rioux,2021A00052411050,1642,107.27
2021,Saint-Pie,2021A00052454008,1717,107.42
2021,Saint-Boniface,2021A00052451085,1811,107.42
2021,Saint-Ludger-de-Milot,2021A00052493080,1489,107.46
2021,Headingley,2021A00054611042,2990,107.53
2021,Sainte-Marie,2021A00052426030,1405,107.55
2021,Drumheller,2021A00054805026,4193,107.56
2021,Inkerman,2021A00051315024,664,107.63
2021,Sainte-Angèle-de-Mérici,2021A00052409035,1393,107.78
2021,Laurierville,2021A00052432072,1260,107.91
2021,Nipigon,2021A00053558044,2816,107.94
2021,Saint-Valère,2021A00052439135,992,108.1
2021,Elkford,2021A00055901003,4858,108.12
2021,Sainte-Brigitte-de-Laval,2021A00052422045,1335,108.42
2021,Lambton,2021A00052430095,1512,108.45
2021,Salaberry-de-Valleyfield,2021A00052470052,1041,108.56
2021,O'Connor,2021A00053558016,2817,108.56
2021,Lachute,2021A00052476020,974,108.66
2021,Escuminac,2021A00052406025,1003,108.7
2021,Lax Kw'alaams 1,2021A00055947809,5157,108.84
2021,Beardy's 97 and Okemasis 96,2021A00054715845,3879,108.88
2021,Sainte-Lucie-des-Laurentides,2021A00052478020,1701,108.98
2021,Fraser Valley H,2021A00055909035,4888,109.01
2021,Portneuf,2021A00052434048,2089,109.1
2021,Sainte-Anne-de-la-Pérade,2021A00052437205,1201,109.28
2021,Caraquet,2021A00051315026,661,109.32
2021,Val-Saint-Gilles,2021A00052487105,929,109.39
2021,Central Kootenay I,2021A00055903056,4765,109.48
2021,Saint-Jean-de-Matha,2021A00052462015,1846,109.49
2021,Saint-Eugène-de-Guigues,2021A00052485085,2215,109.52
2021,Saint-Rosaire,2021A00052439145,989,109.53
2021,Warwick,2021A00052439077,1000,109.6
2021,Sanikiluaq,2021A00056204001,5468,109.68
2021,Saint-Modeste,2021A00052412020,2129,109.72
2021,Watson Lake,2021A00056001003,5382,109.77
2021,Saint-Moïse,2021A00052407095,1368,109.8
2021,Irlande,2021A00052431040,1622,109.85
2021,Saint-Janvier-de-Joly,2021A00052433065,1762,109.88
2021,Sainte-Germaine-Boulé,2021A00052487030,926,110.04
2021,Messines,2021A00052483060,1456,110.11
2021,Saint-Cyrille-de-Wendover,2021A00052449070,1181,110.2
2021,Péribonka,2021A00052492010,1797,110.3
2021,Sainte-Jeanne-d'Arc,2021A00052409020,1395,110.34
2021,Saint-Pierre-de-Lamy,2021A00052413075,2239,110.63
2021,Chamberlain,2021A00053554054,2839,110.81
2021,Saint-Évariste-de-Forsyth,2021A00052429025,1033,110.85
2021,Saint-Lucien,2021A00052449030,1187,110.99
2021,Sainte-Sophie,2021A00052475028,1414,111.2
2021,Saint-François-Xavier-de-Viger,2021A00052412025,2127,111.27
2021,Saints-Martyrs-Canadiens,2021A00052439005,997,111.4
2021,Saint-Alexandre-de-Kamouraska,2021A00052414035,1224,111.4
2021,Saint-Benjamin,2021A00052428025,1659,111.53
2021,Hampden,2021A00052441075,1549,111.68
2021,Medicine Hat,2021A00054801006,4131,111.97
2021,Saint-Alphonse,2021A00052405065,1073,112.09
2021,Piapot 75,2021A00054706809,3451,112.12
2021,Saint-Romain,2021A00052430100,1521,112.12
2021,Saint-Louis-du-Ha! Ha!,2021A00052413080,2236,112.23
2021,Franklin,2021A00052469010,1561,112.33
2021,Chelsea,2021A00052482025,1651,112.65
2021,Peel,2021A00051311024,623,112.74
2021,Cambridge,2021A00053530010,2865,112.99
2021,Saint-Zénon-du-Lac-Humqui,2021A00052407035,1372,113.09
2021,Saint-Félix-de-Dalquier,2021A00052488060,901,113.15
2021,Cambridge,2021A00051304011,772,113.17
2021,Stanstead,2021A00052445025,1868,113.2
2021,Notre-Dame-de-la-Salette,2021A00052482010,1654,113.33
2021,Saint-Bernard-de-Lacolle,2021A00052468005,1675,113.36
2021,Lac-Duparquet,2021A00052487902,917,113.66
2021,Saint-Jean-de-Cherbourg,2021A00052408010,1346,113.96
2021,Bromont,2021A00052446078,1085,114.05
2021,Bushe River 207,2021A00054817848,4488,114.45
2021,Stanstead-Est,2021A00052444050,1143,114.54
2021,Greenwich,2021A00051305038,707,114.56
2021,Sainte-Clotilde-de-Horton,2021A00052439117,993,114.66
2021,Saint-Joseph-de-Beauce,2021A00052427043,2136,114.7
2021,Hilton,2021A00053557004,2276,114.77
2021,Resolute,2021A00056204022,5467,115.02
2021,Sainte-Rose-de-Watford,2021A00052428030,1669,115.13
2021,Vancouver,2021A00055915022,4984,115.18
2021,Longueuil,2021A00052458227,1748,115.77
2021,Val-Racine,2021A00052430015,1526,116.06
2021,Saint-Damase,2021A00052407105,1366,116.42
2021,Cowessess 73,2021A00054705803,3326,116.48
2021,Alberton,2021A00053559011,2707,116.6
2021,Sainte-Rose-du-Nord,2021A00052494230,1596,116.61
2021,La Rédemption,2021A00052409005,1380,116.63
2021,Chesterville,2021A00052439030,979,116.72
2021,Saint-Élie-de-Caxton,2021A00052451075,1818,116.84
2021,Grandes-Piles,2021A00052435040,1936,116.97
2021,Saint-Marcellin,2021A00052410025,2115,117.19
2021,Montcalm,2021A00052478055,1698,117.71
2021,Palmarolle,2021A00052487025,920,117.87
2021,Shefford,2021A00052447035,1325,117.99
2021,Saint-Martin,2021A00052429045,1027,118.0
2021,Saint-Louis-de-Gonzague,2021A00052428035,1662,118.01
2021,Sambaa K’e,2021A00056104006,5419,118.01
2021,Mistawasis 103,2021A00054716855,3978,118.03
2021,Saint-Lin--Laurentides,2021A00052463048,1898,118.29
2021,Woodland Cree 226,2021A00054817856,4534,118.7
2021,Packington,2021A00052413015,2227,118.75
2021,Saint-Claude,2021A00052442100,1606,118.85
2021,Saint-Éphrem-de-Beauce,2021A00052429112,1032,118.9
2021,L'Isle-Verte,2021A00052412043,2120,119.15
2021,Nantes,2021A00052430045,1515,119.16
2021,Johnson,2021A00053557016,2281,119.47
2021,Saint-Hippolyte,2021A00052475045,1412,119.5
2021,Atholville,2021A00051314013,787,119.58
2021,Sainte-Adèle,2021A00052477022,1733,119.67
2021,Stratford,2021A00052430110,1525,119.86
2021,Saint-Fabien,2021A00052410070,2114,119.92
2021,L'Islet,2021A00052417078,1244,119.95
2021,Roquemaure,2021A00052487015,924,120.02
2021,Saint-Faustin--Lac-Carré,2021A00052478047,1699,120.21
