DGUID,GEO,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021"
2021A00054808013,Norglenwold,0.62,3489.0,490.8,12.1,273.0,306.0,17.9,112.0,132.0,281.0,-3.3,211.0,204.0
2021A00054808022,Lacombe County,2759.12,418.0,3.7,-0.6,10343.0,10283.0,2.2,3889.0,3973.0,45.0,-1.1,4666.0,4616.0
2021A00054808023,Birchcliff,0.97,3831.0,216.6,80.3,117.0,211.0,95.5,44.0,86.0,311.0,133.7,98.0,229.0
2021A00054808024,Eckville,1.61,2092.0,629.5,-9.9,1125.0,1014.0,-4.1,443.0,425.0,189.0,1.5,465.0,472.0
2021A00054808025,Half Moon Bay,0.12,4431.0,552.7,54.8,42.0,65.0,30.0,20.0,26.0,379.0,12.5,56.0,63.0
2021A00054808026,Bentley,2.24,2059.0,464.4,-3.3,1078.0,1042.0,2.3,441.0,451.0,187.0,1.7,463.0,471.0
2021A00054808027,Sunbreaker Cove,0.47,4128.0,280.8,61.7,81.0,131.0,56.1,41.0,64.0,348.0,-1.7,240.0,236.0
2021A00054808028,Gull Lake,0.7,3764.0,323.3,28.4,176.0,226.0,20.3,79.0,95.0,299.0,-0.4,244.0,243.0
2021A00054808029,Blackfalds,16.58,412.0,631.4,12.2,9328.0,10470.0,14.4,3303.0,3780.0,42.0,11.2,3554.0,3952.0
2021A00054808031,Lacombe,20.59,326.0,650.8,2.6,13057.0,13396.0,8.3,4797.0,5194.0,34.0,10.3,5034.0,5552.0
2021A00054808032,Clive,2.17,2402.0,357.2,8.4,715.0,775.0,7.3,286.0,307.0,215.0,4.9,306.0,321.0
2021A00054808034,Alix,3.11,2405.0,248.9,5.4,734.0,774.0,0.0,343.0,343.0,217.0,0.0,385.0,385.0
2021A00054808038,Ponoka County,2807.99,430.0,3.6,2.0,9806.0,9998.0,4.4,3535.0,3689.0,47.0,1.3,4199.0,4255.0
2021A00054808039,Ponoka,17.22,566.0,425.8,1.4,7229.0,7331.0,2.5,3010.0,3086.0,65.0,1.2,3301.0,3340.0
2021A00054808042,Parkland Beach,0.94,3984.0,179.4,9.8,153.0,168.0,25.0,68.0,85.0,327.0,8.9,213.0,232.0
2021A00054808044,Rimbey,11.38,1206.0,217.1,-3.8,2567.0,2470.0,0.6,1077.0,1084.0,133.0,1.7,1160.0,1180.0
2021A00054808811,Samson 137,128.49,986.0,25.3,-3.6,3373.0,3252.0,-1.0,785.0,777.0,116.0,-1.1,878.0,868.0
2021A00054808812,Samson 137A,1.34,4676.0,14.2,-26.9,26.0,19.0,-16.7,6.0,5.0,397.0,-16.7,6.0,5.0
2021A00054808813,Montana 139,27.83,2719.0,21.5,-5.1,630.0,598.0,5.8,137.0,145.0,240.0,10.5,143.0,158.0
2021A00054809002,Clearwater County,18605.71,365.0,0.6,-0.7,11947.0,11865.0,2.5,4699.0,4817.0,39.0,2.2,5486.0,5605.0
2021A00054809005,Burnstick Lake,0.18,4652.0,116.4,40.0,15.0,21.0,42.9,7.0,10.0,395.0,-5.3,57.0,54.0
2021A00054809010,Caroline,2.04,3007.0,229.9,-8.2,512.0,470.0,-6.0,233.0,219.0,257.0,-5.0,259.0,246.0
2021A00054809015,Rocky Mountain House,13.05,597.0,518.3,2.0,6635.0,6765.0,3.6,2599.0,2693.0,71.0,4.1,2954.0,3075.0
2021A00054809806,O'Chiese 203,138.83,2365.0,5.8,1.9,789.0,804.0,18.9,190.0,226.0,212.0,-6.4,265.0,248.0
2021A00054809809,Sunchild 202,52.5,2636.0,12.3,-14.0,749.0,644.0,3.0,168.0,173.0,234.0,-0.5,187.0,186.0
2021A00054809810,Big Horn 144A,22.6,,,,237.0,,,44.0,,,,59.0,
2021A00054810001,Camrose County,3291.75,485.0,2.6,-1.8,8660.0,8504.0,0.2,3215.0,3223.0,55.0,2.6,3595.0,3688.0
2021A00054810002,Bashaw,2.72,2313.0,311.9,2.2,830.0,848.0,0.5,379.0,381.0,208.0,-0.7,418.0,415.0
2021A00054810003,Rosalind,0.62,4003.0,261.1,-13.8,188.0,162.0,-13.8,87.0,75.0,331.0,-11.6,95.0,84.0
2021A00054810006,Edberg,0.35,4144.0,356.1,-16.6,151.0,126.0,-4.9,61.0,58.0,351.0,3.1,65.0,67.0
2021A00054810009,Bawlf,0.89,3140.0,462.9,-2.4,422.0,412.0,-0.6,165.0,164.0,262.0,0.6,175.0,176.0
2021A00054810011,Camrose,41.67,245.0,450.5,0.2,18742.0,18772.0,1.0,8055.0,8136.0,25.0,2.7,8520.0,8747.0
2021A00054810012,Bittern Lake,6.57,3805.0,32.9,-1.8,220.0,216.0,-3.5,86.0,83.0,305.0,-4.5,88.0,84.0
2021A00054810014,Hay Lakes,0.59,3031.0,771.6,-7.9,495.0,456.0,-7.9,191.0,176.0,258.0,-8.9,203.0,185.0
2021A00054810016,Beaver County,3219.74,664.0,1.8,-0.6,5905.0,5868.0,0.1,2177.0,2180.0,79.0,2.2,2381.0,2434.0
2021A00054810018,Tofield,8.21,1365.0,249.2,-1.7,2081.0,2045.0,-0.9,814.0,807.0,144.0,0.8,864.0,871.0
2021A00054810019,Ryley,2.53,2981.0,191.6,0.2,483.0,484.0,8.2,208.0,225.0,255.0,6.4,235.0,250.0
2021A00054810021,Holden,1.55,3390.0,217.7,-3.4,350.0,338.0,17.1,146.0,171.0,275.0,22.8,167.0,205.0
2021A00054810022,Viking,3.45,2124.0,285.9,-9.0,1083.0,986.0,-6.1,460.0,432.0,193.0,-3.0,505.0,490.0
2021A00054810026,Minburn County No. 27,2850.37,1042.0,1.1,-5.5,3188.0,3014.0,-3.9,1184.0,1138.0,121.0,-3.1,1380.0,1337.0
2021A00054810028,Vegreville,14.08,678.0,404.0,-0.3,5708.0,5689.0,1.4,2429.0,2463.0,83.0,0.0,2734.0,2735.0
2021A00054810031,Innisfree,1.0,3905.0,187.2,-3.1,193.0,187.0,-2.1,96.0,94.0,318.0,-1.6,126.0,124.0
2021A00054810034,Mannville,1.64,2414.0,466.3,-7.6,828.0,765.0,-0.6,341.0,339.0,219.0,5.3,377.0,397.0
2021A00054810036,Vermilion River County,5420.13,513.0,1.5,-5.4,8453.0,7994.0,-2.4,3071.0,2996.0,58.0,-1.5,3372.0,3320.0
2021A00054810038,Paradise Valley,0.63,4044.0,243.6,-14.5,179.0,153.0,-21.9,73.0,57.0,339.0,-1.3,76.0,75.0
2021A00054810039,Lloydminster (Part),23.98,231.0,823.1,0.5,19645.0,19739.0,2.6,7444.0,7636.0,24.0,1.0,8444.0,8530.0
2021A00054810041,Kitscoty,1.51,2304.0,564.3,-7.9,925.0,852.0,-4.1,317.0,304.0,206.0,-0.6,337.0,335.0
2021A00054810042,Vermilion,12.72,864.0,310.4,-3.3,4084.0,3948.0,-4.3,1753.0,1678.0,101.0,-0.6,1988.0,1976.0
2021A00054810044,Marwayne,1.6,2834.0,339.3,-3.7,564.0,543.0,0.0,231.0,231.0,248.0,7.3,245.0,263.0
2021A00054810048,Two Hills County No. 21,2600.15,950.0,1.3,-6.3,3641.0,3412.0,-7.0,1235.0,1148.0,113.0,-4.2,1659.0,1590.0
2021A00054810051,Myrnam,2.75,3649.0,93.6,-24.2,339.0,257.0,-12.9,140.0,122.0,292.0,-9.0,177.0,161.0
2021A00054810052,Two Hills,3.11,1728.0,454.7,4.7,1352.0,1416.0,11.5,399.0,445.0,167.0,10.3,478.0,527.0
2021A00054810058,Lamont County,2385.58,903.0,1.6,-3.3,3884.0,3754.0,-2.9,1584.0,1538.0,105.0,-4.3,1912.0,1829.0
2021A00054810059,Andrew,1.18,3298.0,310.1,-13.9,425.0,366.0,-4.5,201.0,192.0,270.0,-10.5,266.0,238.0
2021A00054810061,Mundare,4.12,2544.0,167.3,-19.1,852.0,689.0,-16.2,359.0,301.0,229.0,-9.7,390.0,352.0
2021A00054810062,Chipman,9.6,3696.0,25.6,-10.2,274.0,246.0,-1.6,124.0,122.0,297.0,-1.4,145.0,143.0
2021A00054810064,Lamont,9.14,1516.0,190.9,-1.7,1774.0,1744.0,3.0,664.0,684.0,154.0,6.9,695.0,743.0
2021A00054810066,Bruderheim,9.28,1789.0,143.2,0.5,1323.0,1329.0,1.6,507.0,515.0,169.0,-12.2,629.0,552.0
2021A00054810068,Improvement District No. 13 Elk Island,165.0,4831.0,0.0,,0.0,0.0,-100.0,1.0,0.0,407.0,-100.0,6.0,0.0
2021A00054810805,Makaoo (Part) 120,35.93,4093.0,3.9,-32.2,208.0,141.0,4.4,45.0,47.0,345.0,2.0,49.0,50.0
2021A00054811001,Wetaskiwin County No. 10,3121.98,383.0,3.6,0.3,11176.0,11212.0,2.8,4369.0,4490.0,40.0,2.2,5555.0,5675.0
2021A00054811002,Wetaskiwin,18.75,343.0,671.6,-0.5,12655.0,12594.0,1.3,5121.0,5186.0,38.0,1.4,5563.0,5643.0
2021A00054811003,Argentia Beach,0.62,4561.0,63.3,44.4,27.0,39.0,47.1,17.0,25.0,388.0,1.0,100.0,101.0
2021A00054811004,Grandview,0.45,4087.0,316.7,31.2,109.0,143.0,36.4,55.0,75.0,344.0,-1.5,206.0,203.0
2021A00054811005,Poplar Bay,0.71,4203.0,158.2,9.7,103.0,113.0,28.3,46.0,59.0,357.0,1.7,179.0,182.0
2021A00054811006,Crystal Springs,0.45,4387.0,163.4,45.1,51.0,74.0,53.8,26.0,40.0,371.0,20.4,108.0,130.0
2021A00054811007,Norris Beach,0.19,4402.0,369.8,86.8,38.0,71.0,78.9,19.0,34.0,374.0,-2.1,94.0,92.0
2021A00054811008,Ma-Me-O Beach,0.56,4003.0,288.5,47.3,110.0,162.0,15.9,63.0,73.0,331.0,0.0,259.0,259.0
2021A00054811009,Silver Beach,0.61,4482.0,90.5,-15.4,65.0,55.0,0.0,31.0,31.0,381.0,-1.0,100.0,99.0
2021A00054811011,Millet,6.62,1424.0,285.3,-3.3,1955.0,1890.0,-3.3,827.0,800.0,149.0,-3.7,871.0,839.0
2021A00054811012,Leduc County,2502.59,301.0,5.8,9.4,13177.0,14416.0,8.6,4875.0,5295.0,31.0,6.6,5621.0,5990.0
2021A00054811013,Beaumont,24.7,217.0,845.6,19.7,17457.0,20888.0,22.9,5654.0,6950.0,21.0,19.2,6015.0,7168.0
2021A00054811016,Leduc,42.25,140.0,806.9,13.7,29993.0,34094.0,14.5,11319.0,12964.0,13.0,10.1,12264.0,13507.0
2021A00054811018,Devon,14.26,610.0,459.1,-0.5,6578.0,6545.0,3.4,2415.0,2496.0,74.0,3.8,2493.0,2588.0
2021A00054811019,Calmar,4.67,1306.0,467.6,-2.0,2228.0,2183.0,6.1,842.0,893.0,140.0,8.8,861.0,937.0
2021A00054811020,Sundance Beach,0.43,4540.0,98.3,-42.5,73.0,42.0,-16.1,31.0,26.0,385.0,-54.1,148.0,68.0
2021A00054811021,Thorsby,3.8,2149.0,254.6,-1.8,985.0,967.0,2.8,394.0,405.0,196.0,3.3,428.0,442.0
2021A00054811022,Itaska Beach,0.26,4592.0,113.4,30.4,23.0,30.0,40.0,10.0,14.0,390.0,-6.4,78.0,73.0
2021A00054811023,Golden Days,2.13,3687.0,116.7,55.0,160.0,248.0,50.0,78.0,117.0,294.0,-3.1,293.0,284.0
2021A00054811024,Warburg,2.56,2572.0,264.5,-11.7,766.0,676.0,-6.3,302.0,283.0,230.0,-3.0,335.0,325.0
2021A00054811026,Breton,1.72,2782.0,329.9,-1.2,574.0,567.0,2.8,252.0,259.0,242.0,1.4,292.0,296.0
2021A00054811031,Drayton Valley,30.9,567.0,236.0,0.8,7235.0,7291.0,4.1,2782.0,2897.0,66.0,4.3,3116.0,3250.0
2021A00054811032,Brazeau County,3000.14,576.0,2.4,-7.6,7771.0,7179.0,-2.4,2930.0,2860.0,68.0,-0.8,3194.0,3167.0
2021A00054811034,Parkland County,2375.67,150.0,13.6,-1.6,32737.0,32205.0,0.4,11870.0,11914.0,14.0,2.7,13185.0,13544.0
2021A00054811038,Seba Beach,0.53,3753.0,428.4,35.5,169.0,229.0,56.1,82.0,128.0,298.0,3.1,323.0,333.0
2021A00054811039,Betula Beach,0.23,4615.0,118.5,68.8,16.0,27.0,100.0,7.0,14.0,393.0,15.0,40.0,46.0
2021A00054811041,Point Alison,0.19,4680.0,93.7,80.0,10.0,18.0,66.7,6.0,10.0,398.0,0.0,31.0,31.0
2021A00054811042,Lakeview,0.32,4610.0,90.8,-3.3,30.0,29.0,30.8,13.0,17.0,392.0,52.2,23.0,35.0
2021A00054811044,Kapasiwin,0.33,4645.0,73.7,140.0,10.0,24.0,220.0,5.0,16.0,394.0,12.2,41.0,46.0
2021A00054811046,Spring Lake,2.28,2498.0,312.3,1.7,699.0,711.0,9.6,261.0,286.0,223.0,1.7,303.0,308.0
2021A00054811048,Stony Plain,35.45,254.0,507.6,4.7,17189.0,17993.0,7.4,6641.0,7134.0,26.0,7.5,6954.0,7475.0
2021A00054811049,Spruce Grove,37.52,133.0,1003.3,10.4,34108.0,37645.0,13.6,12567.0,14273.0,12.0,12.4,13124.0,14752.0
2021A00054811052,Strathcona County,1170.65,58.0,84.8,1.2,98024.0,99225.0,4.4,35558.0,37128.0,4.0,5.1,36344.0,38203.0
2021A00054811056,Fort Saskatchewan,56.5,170.0,479.4,12.1,24169.0,27088.0,12.4,9270.0,10420.0,17.0,9.5,9949.0,10896.0
2021A00054811059,Sturgeon County,2084.24,225.0,9.6,-2.1,20495.0,20061.0,2.2,6869.0,7021.0,22.0,3.6,7334.0,7599.0
2021A00054811061,Edmonton,765.61,5.0,1320.4,8.3,933088.0,1010899.0,9.8,361033.0,396404.0,2.0,10.5,388254.0,428857.0
2021A00054811062,St. Albert,47.84,86.0,1426.4,4.0,65589.0,68232.0,8.3,23954.0,25938.0,8.0,10.5,24446.0,27019.0
2021A00054811064,Gibbons,9.46,995.0,340.1,1.9,3159.0,3218.0,5.5,1136.0,1199.0,118.0,5.4,1225.0,1291.0
2021A00054811065,Redwater,19.93,1335.0,106.1,3.0,2053.0,2115.0,5.6,862.0,910.0,142.0,5.7,946.0,1000.0
2021A00054811066,Bon Accord,3.99,1690.0,366.4,-4.4,1529.0,1461.0,-1.1,561.0,555.0,164.0,1.9,579.0,590.0
2021A00054811068,Morinville,11.15,416.0,931.0,5.5,9848.0,10385.0,7.9,3491.0,3768.0,44.0,10.2,3611.0,3981.0
2021A00054811069,Legal,3.18,1867.0,387.9,-8.4,1345.0,1232.0,1.6,448.0,455.0,176.0,5.2,465.0,489.0
2021A00054811801,Ermineskin 138,104.32,1272.0,21.6,-8.2,2457.0,2256.0,8.2,452.0,489.0,139.0,-1.5,523.0,515.0
2021A00054811802,Pigeon Lake 138A,19.81,3556.0,14.4,-33.6,429.0,285.0,-9.6,94.0,85.0,285.0,-1.0,99.0,98.0
2021A00054811803,Louis Bull 138B,31.68,1797.0,41.7,12.2,1177.0,1321.0,8.0,226.0,244.0,170.0,-6.2,276.0,259.0
2021A00054811804,Enoch Cree Nation,51.53,1457.0,35.4,8.0,1690.0,1825.0,24.3,465.0,578.0,151.0,5.9,576.0,610.0
2021A00054811805,Alexander 134,68.39,2020.0,15.7,-2.0,1099.0,1077.0,5.1,272.0,286.0,185.0,-14.9,349.0,297.0
2021A00054811806,Wabamun 133A,62.33,2131.0,15.7,-38.4,1592.0,981.0,-40.0,345.0,207.0,194.0,-42.3,369.0,213.0
2021A00054811807,Wabamun 133B,1.96,4658.0,10.2,-33.3,30.0,20.0,0.0,5.0,5.0,396.0,0.0,5.0,5.0
2021A00054812002,Cold Lake,66.61,282.0,235.1,4.6,14976.0,15661.0,9.1,5602.0,6114.0,29.0,1.6,6662.0,6767.0
2021A00054812004,Bonnyville No. 87,6005.3,339.0,2.1,1.2,12745.0,12897.0,3.8,4584.0,4759.0,36.0,1.6,5400.0,5487.0
2021A00054812009,Bonnyville,14.17,620.0,452.1,7.2,5975.0,6404.0,11.2,2281.0,2537.0,75.0,10.3,2706.0,2986.0
2021A00054812011,Bonnyville Beach,0.23,4408.0,298.1,-16.7,84.0,70.0,-3.0,33.0,32.0,375.0,-5.7,70.0,66.0
2021A00054812012,Glendon,1.99,3390.0,169.5,-31.4,493.0,338.0,-34.6,208.0,136.0,275.0,-28.2,234.0,168.0
2021A00054812013,Pelican Narrows,0.74,4015.0,215.0,4.6,151.0,158.0,11.1,54.0,60.0,334.0,46.2,65.0,95.0
2021A00054812014,St. Paul County No. 19,3280.4,625.0,1.9,4.5,6036.0,6306.0,6.7,2334.0,2491.0,76.0,5.7,3562.0,3764.0
2021A00054812016,Elk Point,4.91,1743.0,284.7,-3.7,1452.0,1399.0,10.7,534.0,591.0,168.0,6.4,642.0,683.0
2021A00054812018,St. Paul,8.64,665.0,678.7,0.6,5827.0,5863.0,1.6,2248.0,2284.0,80.0,3.7,2378.0,2466.0
2021A00054812020,Horseshoe Bay,0.98,4344.0,83.1,65.3,49.0,81.0,64.0,25.0,41.0,368.0,19.3,88.0,105.0
2021A00054812022,Smoky Lake County,3396.29,882.0,1.1,-5.7,4107.0,3874.0,-3.6,1556.0,1500.0,103.0,-14.9,2248.0,1913.0
2021A00054812024,Vilna,0.96,3618.0,278.0,-7.6,290.0,268.0,-5.3,114.0,108.0,291.0,-16.8,143.0,119.0
2021A00054812026,Waskatenau,0.59,3691.0,421.1,32.8,186.0,247.0,19.2,99.0,118.0,296.0,7.0,129.0,138.0
2021A00054812029,Smoky Lake,4.26,1970.0,264.4,16.9,964.0,1127.0,5.0,421.0,442.0,182.0,3.8,499.0,518.0
2021A00054812037,Lac la Biche County,12528.25,533.0,0.6,-7.9,8330.0,7673.0,-4.1,3076.0,2949.0,61.0,-5.5,3998.0,3777.0
2021A00054812038,Improvement District No. 349,5626.57,4694.0,0.0,,0.0,15.0,,0.0,7.0,400.0,,0.0,7.0
2021A00054812802,Unipouheos 121,88.55,2273.0,9.9,-3.7,909.0,875.0,16.1,205.0,238.0,202.0,7.8,232.0,250.0
2021A00054812804,Puskiakiwenin 122,100.03,2786.0,5.6,6.2,531.0,564.0,18.3,120.0,142.0,243.0,17.8,129.0,152.0
2021A00054812806,Saddle Lake 125,270.29,,,,,,,,,,,,
2021A00054812808,White Fish Lake 128,52.11,2006.0,21.0,-16.6,1310.0,1093.0,-3.8,291.0,280.0,184.0,2.5,319.0,327.0
2021A00054812810,Cold Lake 149,139.83,2584.0,4.8,0.0,671.0,671.0,9.1,208.0,227.0,231.0,7.2,222.0,238.0
2021A00054812811,Kehewin 123,79.64,2066.0,13.0,6.4,976.0,1038.0,10.3,233.0,257.0,188.0,6.3,256.0,272.0
2021A00054812813,Cold Lake 149A,0.66,4417.0,103.1,70.0,40.0,68.0,33.3,18.0,24.0,377.0,36.8,19.0,26.0
2021A00054812815,Cold Lake 149B,41.57,3925.0,4.4,11.0,163.0,181.0,12.8,47.0,53.0,319.0,1.9,53.0,54.0
2021A00054812828,Beaver Lake 131,55.88,3175.0,7.2,-3.1,414.0,401.0,3.8,105.0,109.0,263.0,5.2,115.0,121.0
2021A00054812840,Heart Lake 167,47.41,3831.0,4.5,14.7,184.0,211.0,14.6,48.0,55.0,311.0,1.8,57.0,58.0
2021A00054813001,Lac Ste. Anne County,2845.84,405.0,3.8,-0.6,10899.0,10832.0,0.6,4346.0,4373.0,41.0,3.4,5385.0,5566.0
2021A00054813002,Mayerthorpe,4.39,1842.0,286.6,-4.6,1320.0,1259.0,-5.4,540.0,511.0,174.0,-4.7,600.0,572.0
2021A00054813003,Nakamun Park,0.43,4363.0,181.6,-18.8,96.0,78.0,-13.3,45.0,39.0,370.0,2.0,148.0,151.0
2021A00054813005,Val Quentin,0.29,4015.0,554.2,-37.3,252.0,158.0,-42.2,128.0,74.0,334.0,-28.6,224.0,160.0
2021A00054813006,West Cove,1.3,3779.0,171.2,49.0,149.0,222.0,38.5,78.0,108.0,303.0,11.2,214.0,238.0
2021A00054813007,Yellowstone,0.28,4189.0,424.1,-14.6,137.0,117.0,-7.9,63.0,58.0,355.0,2.8,145.0,149.0
2021A00054813008,Ross Haven,0.7,4144.0,179.9,-21.3,160.0,126.0,-6.3,64.0,60.0,351.0,-1.4,215.0,212.0
2021A00054813009,Castle Island,0.05,4694.0,278.8,50.0,10.0,15.0,28.6,7.0,9.0,400.0,-5.3,19.0,18.0
2021A00054813010,Silver Sands,2.51,3815.0,85.2,33.8,160.0,214.0,38.0,79.0,109.0,307.0,41.8,165.0,234.0
2021A00054813011,Sunset Point,1.17,3649.0,220.0,52.1,169.0,257.0,48.6,74.0,110.0,292.0,-0.3,337.0,336.0
2021A00054813012,Alberta Beach,2.02,2289.0,427.7,-15.1,1018.0,864.0,-12.9,479.0,417.0,204.0,0.0,743.0,743.0
2021A00054813013,Birch Cove,0.29,4420.0,232.2,48.9,45.0,67.0,35.0,20.0,27.0,378.0,-17.6,74.0,61.0
2021A00054813014,Onoway,3.31,2151.0,292.1,-6.1,1029.0,966.0,1.4,355.0,360.0,197.0,3.7,374.0,388.0
2021A00054813015,South View,0.44,4399.0,162.4,7.5,67.0,72.0,16.7,30.0,35.0,373.0,-2.3,88.0,86.0
2021A00054813016,Sandy Beach,2.41,3588.0,115.4,0.0,278.0,278.0,10.3,126.0,139.0,287.0,-2.3,264.0,258.0
2021A00054813017,Sunrise Beach,1.66,4044.0,92.0,13.3,135.0,153.0,24.6,69.0,86.0,339.0,0.0,139.0,139.0
2021A00054813018,Barrhead County No. 11,2385.28,663.0,2.5,-6.5,6288.0,5877.0,-4.3,2298.0,2199.0,78.0,-5.4,2830.0,2677.0
2021A00054813019,Barrhead,8.2,813.0,527.1,-5.7,4579.0,4320.0,-4.1,1912.0,1833.0,95.0,-1.3,2009.0,1983.0
2021A00054813028,Westlock County,3169.66,573.0,2.3,-0.5,7220.0,7186.0,0.4,2670.0,2680.0,67.0,4.2,3009.0,3134.0
2021A00054813029,Woodlands County,7599.52,782.0,0.6,-3.9,4744.0,4558.0,-3.8,1808.0,1739.0,94.0,2.3,1946.0,1991.0
2021A00054813030,Whitecourt,29.51,433.0,336.4,-2.8,10209.0,9927.0,3.5,3745.0,3876.0,48.0,2.0,4255.0,4341.0
2021A00054813031,Westlock,13.37,746.0,368.0,-3.5,5101.0,4921.0,0.4,2142.0,2151.0,89.0,2.2,2333.0,2385.0
2021A00054813032,Clyde,1.28,3126.0,324.9,-3.5,430.0,415.0,-0.6,179.0,178.0,261.0,-0.5,198.0,197.0
2021A00054813033,Larkspur,0.26,4499.0,206.4,20.5,44.0,53.0,8.7,23.0,25.0,383.0,-12.4,89.0,78.0
2021A00054813036,Thorhild County,1997.17,1034.0,1.5,-6.5,3254.0,3042.0,-4.4,1401.0,1339.0,119.0,0.9,1836.0,1852.0
2021A00054813044,Athabasca County,6111.3,587.0,1.1,-11.6,7869.0,6959.0,-7.7,3067.0,2832.0,69.0,-8.5,4093.0,3746.0
2021A00054813045,Mewatha Beach,0.79,4239.0,129.8,14.4,90.0,103.0,18.8,48.0,57.0,361.0,0.0,177.0,177.0
2021A00054813046,Boyle,7.12,2336.0,115.9,-2.4,845.0,825.0,3.1,357.0,368.0,209.0,-6.7,464.0,433.0
2021A00054813047,Sunset Beach,0.87,4482.0,63.5,12.2,49.0,55.0,16.0,25.0,29.0,381.0,-7.1,99.0,92.0
2021A00054813048,Athabasca,17.79,1108.0,155.1,-6.9,2965.0,2759.0,-3.3,1194.0,1155.0,126.0,0.9,1313.0,1325.0
2021A00054813049,Island Lake,1.55,3961.0,112.4,-23.7,228.0,174.0,-16.7,96.0,80.0,322.0,-16.7,263.0,219.0
2021A00054813051,Island Lake South,0.48,4344.0,170.0,32.8,61.0,81.0,40.0,30.0,42.0,368.0,14.9,74.0,85.0
2021A00054813053,Bondiss,1.18,4157.0,105.5,12.7,110.0,124.0,25.0,56.0,70.0,353.0,-9.2,195.0,177.0
2021A00054813055,South Baptiste,0.91,4408.0,77.0,6.1,66.0,70.0,10.0,30.0,33.0,375.0,-1.3,77.0,76.0
2021A00054813057,West Baptiste,0.54,4527.0,85.1,21.1,38.0,46.0,31.6,19.0,25.0,384.0,36.2,47.0,64.0
2021A00054813061,Whispering Hills,1.64,4136.0,78.2,-9.9,142.0,128.0,-3.2,62.0,60.0,350.0,-1.5,136.0,134.0
2021A00054813811,Alexis 133,56.6,2410.0,13.6,2.0,755.0,770.0,12.7,173.0,195.0,218.0,2.4,209.0,214.0
2021A00054813829,Alexander 134B,0.08,4760.0,62.2,0.0,5.0,5.0,-50.0,2.0,1.0,404.0,150.0,2.0,5.0
2021A00054813830,Alexis Whitecourt 232,36.58,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0
2021A00054814003,Yellowhead County,22238.56,413.0,0.5,-5.2,10995.0,10426.0,-3.5,4309.0,4160.0,43.0,-3.7,5048.0,4859.0
2021A00054814019,Hinton,33.32,436.0,294.6,-0.7,9882.0,9817.0,1.9,3930.0,4006.0,49.0,1.4,4343.0,4405.0
2021A00054814024,Edson,29.43,492.0,284.5,-0.5,8414.0,8374.0,0.8,3359.0,3386.0,56.0,0.2,3762.0,3768.0
2021A00054814028,Improvement District No. 25 Willmore Wilderness,4601.52,4831.0,0.0,,0.0,0.0,,0.0,0.0,407.0,,0.0,0.0
2021A00054815007,Crowsnest Pass,370.15,675.0,15.4,1.9,5589.0,5695.0,7.5,2567.0,2759.0,81.0,5.5,3225.0,3403.0
2021A00054815013,Kananaskis,4203.24,4028.0,0.0,-29.4,221.0,156.0,3.4,58.0,60.0,338.0,92.4,79.0,152.0
2021A00054815015,Bighorn No. 8,2678.8,1598.0,0.6,20.7,1324.0,1598.0,16.2,551.0,640.0,159.0,15.0,761.0,875.0
2021A00054815023,Canmore,68.47,279.0,233.5,14.3,13992.0,15990.0,18.6,5738.0,6804.0,28.0,15.2,7963.0,9173.0
2021A00054815027,Ghost Lake,0.62,4337.0,132.6,0.0,82.0,82.0,11.1,36.0,40.0,367.0,4.6,87.0,91.0
2021A00054815030,Waiparous,0.41,4474.0,140.6,16.3,49.0,57.0,13.0,23.0,26.0,380.0,8.3,48.0,52.0
2021A00054815032,Improvement District No. 9 Banff,6751.09,2105.0,0.1,-2.3,1028.0,1004.0,270.0,30.0,111.0,190.0,296.8,31.0,123.0
2021A00054815033,Jasper,921.9,767.0,5.1,3.2,4590.0,4738.0,6.2,1576.0,1674.0,92.0,12.2,1702.0,1910.0
2021A00054815035,Banff,4.08,498.0,2033.8,5.8,7851.0,8305.0,15.2,2543.0,2930.0,57.0,20.4,2729.0,3287.0
2021A00054815037,Improvement District No. 12 Jasper Park,10118.55,4831.0,0.0,-100.0,53.0,0.0,,0.0,0.0,407.0,,0.0,0.0
2021A00054815045,Ranchland No. 66,2636.75,4214.0,0.0,19.6,92.0,110.0,7.9,38.0,41.0,360.0,-3.5,57.0,55.0
2021A00054815802,"Stoney 142, 143, 144",444.66,,,,3713.0,,,735.0,,,,855.0,
2021A00054815815,Stoney 142B,71.43,,,,10.0,,,5.0,,,,5.0,
2021A00054816037,Wood Buffalo,60843.88,81.0,1.2,1.0,71594.0,72326.0,1.1,25664.0,25934.0,7.0,-0.9,30719.0,30451.0
2021A00054816051,Improvement District No. 24 Wood Buffalo,33053.78,2509.0,0.0,9.0,648.0,706.0,6.6,106.0,113.0,224.0,8.1,123.0,133.0
2021A00054816810,Fort Mckay 174,30.01,2676.0,20.7,-16.9,747.0,621.0,-14.3,252.0,216.0,238.0,-12.4,306.0,268.0
