DGUID,GEO,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021"
2021A00051307008,Sackville,578.9,1889.0,2.1,1.9,1182.0,1204.0,0.4,495.0,497.0,128.0,-0.7,553.0,549.0
2021A00051307009,Sackville,73.91,642.0,82.5,14.4,5331.0,6099.0,16.3,2313.0,2689.0,19.0,1.2,3010.0,3047.0
2021A00051307011,Dorchester,90.13,3083.0,4.9,2.1,429.0,438.0,4.3,188.0,196.0,220.0,-3.7,215.0,207.0
2021A00051307012,Dorchester,5.71,2236.0,158.7,-17.3,1096.0,906.0,4.0,199.0,207.0,166.0,-6.0,235.0,221.0
2021A00051307013,Memramcook,186.64,733.0,26.9,5.3,4778.0,5029.0,5.2,1979.0,2081.0,26.0,1.3,2119.0,2147.0
2021A00051307014,Fort Folly 1,0.55,4574.0,65.2,-10.0,40.0,36.0,0.0,21.0,21.0,259.0,0.0,22.0,22.0
2021A00051307016,Shediac,178.79,716.0,28.8,7.4,4789.0,5144.0,9.5,2103.0,2302.0,24.0,0.1,2973.0,2976.0
2021A00051307019,Moncton,564.16,406.0,19.0,9.1,9811.0,10704.0,8.0,3878.0,4190.0,12.0,6.3,4036.0,4291.0
2021A00051307022,Moncton,140.67,74.0,564.9,10.5,71889.0,79470.0,9.3,32135.0,35118.0,1.0,5.5,35380.0,37318.0
2021A00051307024,Salisbury,874.0,954.0,3.9,-0.3,3388.0,3377.0,1.0,1340.0,1353.0,43.0,0.1,1430.0,1432.0
2021A00051307028,Salisbury,13.56,1233.0,176.1,4.5,2284.0,2387.0,4.7,928.0,972.0,60.0,2.3,974.0,996.0
2021A00051307029,Petitcodiac,17.18,1678.0,85.9,6.7,1383.0,1476.0,6.3,573.0,609.0,105.0,1.8,619.0,630.0
2021A00051307045,Dieppe,77.02,167.0,365.0,10.8,25384.0,28114.0,12.5,10288.0,11570.0,4.0,10.7,10829.0,11993.0
2021A00051307052,Shediac,64.0,542.0,117.7,13.1,6664.0,7535.0,13.7,2895.0,3293.0,14.0,9.7,3141.0,3447.0
2021A00051308001,Dundas,172.32,810.0,25.1,10.7,3914.0,4332.0,12.9,1690.0,1908.0,35.0,1.6,2529.0,2569.0
2021A00051308002,Cocagne,69.23,1110.0,39.8,4.1,2649.0,2757.0,4.7,1160.0,1214.0,52.0,0.8,1418.0,1430.0
2021A00051308003,Buctouche 16,0.38,4248.0,266.6,5.2,96.0,101.0,12.8,39.0,44.0,256.0,10.0,40.0,44.0
2021A00051308004,Wellington,184.8,974.0,17.8,6.9,3079.0,3292.0,10.3,1319.0,1455.0,45.0,1.8,1716.0,1747.0
2021A00051308005,Bouctouche,18.33,1190.0,137.1,6.4,2361.0,2513.0,2.1,1071.0,1094.0,57.0,0.8,1179.0,1188.0
2021A00051308006,Saint Mary,238.32,1385.0,8.4,1.0,1972.0,1991.0,3.1,842.0,868.0,77.0,-1.3,969.0,956.0
2021A00051308007,Saint-Antoine,6.32,1486.0,283.6,3.3,1733.0,1791.0,2.2,727.0,743.0,86.0,2.0,764.0,779.0
2021A00051308008,Saint-Paul,228.41,2269.0,3.8,4.2,842.0,877.0,8.8,339.0,369.0,171.0,-4.0,399.0,383.0
2021A00051308010,Harcourt,1169.2,3360.0,0.3,0.0,346.0,346.0,3.0,165.0,170.0,232.0,-13.5,274.0,237.0
2021A00051308012,Huskisson,369.31,4760.0,0.0,-66.7,15.0,5.0,-28.6,7.0,5.0,264.0,-27.3,11.0,8.0
2021A00051308014,Weldford,607.56,1785.0,2.2,0.2,1333.0,1335.0,4.0,596.0,620.0,116.0,-3.0,742.0,720.0
2021A00051308015,Richibucto 15,15.38,1357.0,134.1,6.2,1942.0,2062.0,1.9,751.0,765.0,73.0,2.5,768.0,787.0
2021A00051308016,Richibucto,249.21,1349.0,8.4,11.4,1872.0,2085.0,12.5,842.0,947.0,72.0,2.8,1130.0,1162.0
2021A00051308017,Rexton,6.29,2276.0,138.9,5.3,830.0,874.0,8.8,364.0,396.0,172.0,4.2,428.0,446.0
2021A00051308018,Richibucto,11.9,1730.0,118.6,11.5,1266.0,1411.0,5.9,613.0,649.0,110.0,-2.1,719.0,704.0
2021A00051308019,Saint-Charles,175.07,1372.0,11.6,1.4,1997.0,2024.0,3.3,887.0,916.0,75.0,-5.4,1083.0,1025.0
2021A00051308020,Indian Island 28,0.4,4192.0,288.8,-24.2,153.0,116.0,-23.7,59.0,45.0,255.0,-27.0,63.0,46.0
2021A00051308021,Saint-Louis,258.65,1505.0,6.8,-2.3,1802.0,1760.0,2.9,727.0,748.0,88.0,1.5,785.0,797.0
2021A00051308022,Saint-Louis de Kent,1.98,2131.0,494.6,14.6,856.0,981.0,7.3,395.0,424.0,153.0,2.3,442.0,452.0
2021A00051308024,Acadieville,332.08,2438.0,2.3,6.1,709.0,752.0,7.7,311.0,335.0,184.0,-1.8,388.0,381.0
2021A00051308026,Carleton,435.23,2416.0,1.8,7.9,708.0,764.0,8.1,332.0,359.0,183.0,2.2,404.0,413.0
2021A00051309001,Hardwicke,275.95,1300.0,8.0,0.1,2201.0,2203.0,3.1,980.0,1010.0,66.0,-3.0,1217.0,1181.0
2021A00051309004,Glenelg,504.78,1645.0,3.0,-1.8,1560.0,1532.0,0.9,649.0,655.0,102.0,-1.8,742.0,729.0
2021A00051309006,Chatham,22.7,2878.0,23.2,3.1,511.0,527.0,10.4,211.0,233.0,212.0,2.7,262.0,269.0
2021A00051309010,Renous 12,0.16,4722.0,63.9,100.0,5.0,10.0,0.0,3.0,3.0,263.0,0.0,3.0,3.0
2021A00051309011,Derby,61.0,2195.0,15.4,-3.9,976.0,938.0,-1.7,422.0,415.0,159.0,-3.4,466.0,450.0
2021A00051309014,Nelson,353.68,2208.0,2.6,-2.4,952.0,929.0,2.1,387.0,395.0,162.0,1.2,428.0,433.0
2021A00051309016,Rogersville,326.27,2028.0,3.3,-2.7,1102.0,1072.0,0.4,488.0,490.0,143.0,-0.9,543.0,538.0
2021A00051309017,Rogersville,7.19,1906.0,165.9,2.3,1166.0,1193.0,3.4,526.0,544.0,132.0,1.9,565.0,576.0
2021A00051309018,Blackville,823.93,1382.0,2.4,-1.6,2028.0,1996.0,2.5,806.0,826.0,76.0,-0.4,974.0,970.0
2021A00051309019,Blackville,20.97,2229.0,43.6,-4.6,958.0,914.0,4.8,376.0,394.0,164.0,7.0,417.0,446.0
2021A00051309021,Blissfield,1235.57,2960.0,0.4,8.9,451.0,491.0,5.7,212.0,224.0,216.0,-4.5,268.0,256.0
2021A00051309022,Doaktown,29.09,2357.0,27.8,2.0,792.0,808.0,6.3,368.0,391.0,179.0,1.2,425.0,430.0
2021A00051309023,Red Bank 4,16.09,3178.0,24.9,29.4,309.0,400.0,7.4,175.0,188.0,225.0,9.5,179.0,196.0
2021A00051309026,Southesk,2462.6,1559.0,0.7,-1.7,1694.0,1666.0,1.4,710.0,720.0,91.0,-2.5,834.0,813.0
2021A00051309027,Upper Miramichi,1832.97,1312.0,1.2,-1.9,2218.0,2175.0,-1.7,975.0,958.0,67.0,-8.1,1291.0,1187.0
2021A00051309028,Northesk,3346.76,1314.0,0.6,-4.2,2263.0,2169.0,0.4,966.0,970.0,68.0,0.1,1068.0,1069.0
2021A00051309031,Newcastle,578.7,1948.0,2.0,1.1,1136.0,1149.0,3.0,467.0,481.0,136.0,1.3,522.0,529.0
2021A00051309033,Big Hole Tract 8 (North Half),12.72,4592.0,2.4,20.0,25.0,30.0,0.0,15.0,15.0,260.0,-11.8,17.0,15.0
2021A00051309034,Big Hole Tract 8 (South Half),15.14,4686.0,1.1,-30.4,23.0,16.0,-33.3,12.0,8.0,262.0,0.0,16.0,16.0
2021A00051309035,Eel Ground 2,10.9,2831.0,50.0,2.4,532.0,545.0,5.5,219.0,231.0,210.0,0.4,234.0,235.0
2021A00051309036,Alnwick,668.84,913.0,5.4,-0.7,3640.0,3615.0,1.8,1592.0,1620.0,41.0,-1.6,1882.0,1852.0
2021A00051309038,Neguac,26.72,1542.0,63.3,0.5,1684.0,1692.0,1.3,712.0,721.0,89.0,-0.3,783.0,781.0
2021A00051309044,Esgenoôpetitj 14,9.55,1876.0,128.0,3.7,1179.0,1223.0,19.7,381.0,456.0,127.0,17.7,401.0,472.0
2021A00051309047,Tabusintac 9,22.11,4658.0,0.9,100.0,10.0,20.0,16.7,6.0,7.0,261.0,42.9,7.0,10.0
2021A00051309050,Miramichi,178.98,262.0,98.8,0.9,17537.0,17692.0,3.7,7704.0,7990.0,7.0,2.9,8248.0,8484.0
2021A00051310001,New Maryland,375.02,1096.0,7.5,7.7,2606.0,2806.0,6.9,975.0,1042.0,51.0,5.9,998.0,1057.0
2021A00051310002,New Maryland,21.25,833.0,195.4,-0.5,4174.0,4153.0,2.0,1499.0,1529.0,38.0,2.4,1513.0,1550.0
2021A00051310004,Manners Sutton,524.75,1416.0,3.7,8.0,1777.0,1920.0,13.0,762.0,861.0,82.0,-5.0,1123.0,1067.0
2021A00051310005,Harvey,2.46,3172.0,163.5,12.3,358.0,402.0,14.0,150.0,171.0,224.0,11.4,158.0,176.0
2021A00051310006,McAdam,14.19,1928.0,82.7,1.9,1151.0,1173.0,2.7,520.0,534.0,134.0,-2.9,618.0,600.0
2021A00051310007,McAdam,534.77,4451.0,0.1,-16.4,73.0,61.0,-5.9,34.0,32.0,258.0,-28.6,63.0,45.0
2021A00051310008,North Lake,439.6,3568.0,0.6,21.0,233.0,282.0,37.9,116.0,160.0,244.0,-1.0,387.0,383.0
2021A00051310011,Canterbury,550.7,2808.0,1.0,5.1,525.0,552.0,11.2,223.0,248.0,208.0,-8.1,456.0,419.0
2021A00051310012,Canterbury,5.32,3442.0,60.2,-4.8,336.0,320.0,3.1,131.0,135.0,237.0,-6.6,152.0,142.0
2021A00051310013,Meductic,6.26,3931.0,28.7,-16.3,215.0,180.0,0.0,83.0,83.0,251.0,0.0,93.0,93.0
2021A00051310014,Dumfries,298.51,3113.0,1.4,18.0,356.0,420.0,21.6,171.0,208.0,222.0,-9.0,334.0,304.0
2021A00051310016,Prince William,284.39,2015.0,3.8,16.5,930.0,1083.0,16.3,412.0,479.0,140.0,-3.6,672.0,648.0
2021A00051310017,Hanwell,152.06,766.0,31.2,0.9,4700.0,4743.0,4.6,1720.0,1799.0,31.0,2.9,1833.0,1887.0
2021A00051310018,Kingsclear,150.11,1088.0,18.9,0.6,2822.0,2839.0,4.1,1043.0,1086.0,50.0,3.3,1069.0,1104.0
2021A00051310019,Kingsclear 6,3.79,2894.0,136.6,5.1,493.0,518.0,5.4,185.0,195.0,213.0,12.4,186.0,209.0
2021A00051310021,Queensbury,294.35,1862.0,4.2,5.4,1174.0,1237.0,4.3,514.0,536.0,126.0,-1.4,587.0,579.0
2021A00051310024,Southampton,446.85,1665.0,3.4,0.9,1484.0,1497.0,2.7,624.0,641.0,104.0,-2.8,719.0,699.0
2021A00051310025,Millville,12.14,3600.0,22.6,0.4,273.0,274.0,10.7,122.0,135.0,247.0,-4.6,152.0,145.0
2021A00051310026,Bright,403.73,971.0,8.2,0.9,3289.0,3317.0,4.3,1292.0,1348.0,44.0,2.6,1440.0,1477.0
2021A00051310028,Douglas,1443.31,657.0,4.1,4.1,5703.0,5935.0,3.4,2195.0,2270.0,20.0,-0.5,2368.0,2357.0
2021A00051310031,Saint Marys,751.9,721.0,6.8,5.1,4837.0,5084.0,4.7,1866.0,1954.0,25.0,4.4,1944.0,2030.0
2021A00051310032,Fredericton,133.93,90.0,471.3,7.5,58721.0,63116.0,8.9,26147.0,28478.0,3.0,4.4,28632.0,29892.0
2021A00051310034,Devon 30,2.72,2031.0,393.4,3.1,1038.0,1070.0,11.6,318.0,355.0,144.0,13.0,323.0,365.0
2021A00051310036,Stanley,1218.38,2220.0,0.8,10.6,832.0,920.0,13.1,343.0,388.0,163.0,4.8,413.0,433.0
2021A00051310037,Stanley,16.93,3189.0,23.5,-3.6,412.0,397.0,2.5,160.0,164.0,226.0,0.0,182.0,182.0
2021A00051310054,Nackawic,7.68,2158.0,125.2,2.2,941.0,962.0,2.1,419.0,428.0,155.0,-0.9,455.0,451.0
2021A00051311001,Richmond,258.8,1694.0,5.6,11.7,1303.0,1456.0,5.3,529.0,557.0,108.0,2.0,586.0,598.0
2021A00051311004,Woodstock,194.83,1298.0,11.4,1.9,2178.0,2219.0,3.6,855.0,886.0,65.0,2.3,915.0,936.0
2021A00051311005,Woodstock 23,1.8,3092.0,242.2,33.0,327.0,435.0,38.4,125.0,173.0,221.0,41.1,129.0,182.0
2021A00051311006,Woodstock,14.96,691.0,371.1,6.2,5228.0,5553.0,7.3,2316.0,2486.0,21.0,6.2,2470.0,2622.0
2021A00051311008,Northampton,243.31,1430.0,7.7,8.8,1724.0,1875.0,8.4,669.0,725.0,83.0,0.5,762.0,766.0
2021A00051311011,Brighton,509.3,1600.0,3.1,-8.0,1735.0,1596.0,-4.0,703.0,675.0,95.0,-5.0,814.0,773.0
2021A00051311012,Hartland,9.5,2204.0,98.2,-2.5,957.0,933.0,0.3,373.0,374.0,161.0,-3.0,402.0,390.0
2021A00051311014,Wakefield,196.31,1125.0,13.9,-1.6,2767.0,2722.0,2.5,1108.0,1136.0,53.0,0.8,1181.0,1191.0
2021A00051311018,Wilmot,191.4,2144.0,5.1,-5.2,1022.0,969.0,-2.7,408.0,397.0,154.0,-8.2,449.0,412.0
2021A00051311019,Centreville,2.67,2920.0,190.4,-8.8,557.0,508.0,0.0,254.0,254.0,215.0,-5.4,278.0,263.0
2021A00051311021,Simonds,75.57,2900.0,6.8,8.7,473.0,514.0,11.3,195.0,217.0,214.0,8.4,203.0,220.0
2021A00051311024,Peel,112.74,1900.0,10.6,0.2,1196.0,1198.0,5.7,459.0,485.0,131.0,2.4,496.0,508.0
2021A00051311026,Aberdeen,444.88,2350.0,1.8,4.0,781.0,812.0,10.7,347.0,384.0,177.0,-7.0,503.0,468.0
2021A00051311027,Florenceville-Bristol,15.74,1620.0,100.0,-1.9,1604.0,1573.0,1.9,668.0,681.0,99.0,0.8,723.0,729.0
2021A00051311028,Kent,839.76,1400.0,2.3,-8.7,2153.0,1966.0,-3.9,888.0,853.0,79.0,-4.9,953.0,906.0
2021A00051311030,Bath,2.0,3077.0,220.0,-7.6,476.0,440.0,0.5,191.0,192.0,219.0,-0.4,224.0,223.0
2021A00051311031,Wicklow,195.5,1601.0,8.1,-6.2,1697.0,1591.0,-2.6,662.0,645.0,96.0,-5.8,720.0,678.0
2021A00051312001,Andover,123.42,2268.0,7.1,-1.3,891.0,879.0,-0.8,367.0,364.0,170.0,-4.9,407.0,387.0
2021A00051312002,Aroostook,2.23,3465.0,140.2,2.3,306.0,313.0,3.5,143.0,148.0,239.0,-1.2,165.0,163.0
2021A00051312004,Perth,318.1,2056.0,3.3,-3.2,1082.0,1047.0,2.2,463.0,473.0,146.0,-2.6,575.0,560.0
2021A00051312006,Perth-Andover,8.96,1619.0,175.6,-1.0,1590.0,1574.0,3.8,717.0,744.0,98.0,2.1,769.0,785.0
2021A00051312007,Tobique 20,24.98,2016.0,43.2,11.6,968.0,1080.0,9.1,375.0,409.0,141.0,22.9,389.0,478.0
2021A00051312008,Gordon,1430.19,1630.0,1.1,4.4,1493.0,1559.0,4.5,664.0,694.0,100.0,-1.3,786.0,776.0
2021A00051312009,Plaster Rock,3.01,2107.0,332.9,-2.1,1023.0,1002.0,0.6,473.0,476.0,150.0,-3.0,531.0,515.0
2021A00051312011,Lorne,1632.21,3465.0,0.2,-32.5,464.0,313.0,-24.2,227.0,172.0,239.0,-17.2,407.0,337.0
2021A00051312014,Denmark,751.08,1717.0,1.9,-3.2,1471.0,1424.0,-1.7,632.0,621.0,109.0,-7.6,733.0,677.0
2021A00051312016,Grand Falls,158.09,2020.0,6.8,-2.9,1109.0,1077.0,-2.2,461.0,451.0,142.0,-3.6,506.0,488.0
2021A00051312019,Grand Falls / Grand-Sault,18.04,709.0,289.3,-2.0,5326.0,5220.0,1.1,2467.0,2495.0,22.0,0.6,2622.0,2639.0
2021A00051312021,Drummond,1013.66,1340.0,2.1,-2.9,2157.0,2095.0,2.6,845.0,867.0,71.0,-4.2,938.0,899.0
2021A00051312023,Drummond,8.88,2473.0,82.1,-1.1,737.0,729.0,3.1,325.0,335.0,189.0,0.0,350.0,350.0
2021A00051313002,Saint-André,136.19,1483.0,13.2,-5.6,1901.0,1794.0,-0.7,761.0,756.0,85.0,-0.9,789.0,782.0
2021A00051313004,Saint-Léonard,344.85,2294.0,2.5,-12.0,975.0,858.0,-9.0,398.0,362.0,174.0,-10.0,422.0,380.0
2021A00051313006,Saint-Léonard,5.34,1795.0,247.8,1.7,1300.0,1322.0,2.5,553.0,567.0,120.0,3.6,603.0,625.0
2021A00051313008,Notre-Dame-de-Lourdes,186.3,3666.0,1.4,-8.0,275.0,253.0,-1.8,112.0,110.0,249.0,-6.4,125.0,117.0
2021A00051313011,Sainte-Anne,368.76,2200.0,2.5,-2.9,964.0,936.0,-1.8,443.0,435.0,160.0,-11.0,509.0,453.0
2021A00051313012,Sainte-Anne-de-Madawaska,8.97,2254.0,99.4,-6.9,957.0,891.0,0.5,413.0,415.0,168.0,0.0,436.0,436.0
2021A00051313014,Rivière-Verte,6.91,2449.0,107.7,2.8,724.0,744.0,6.2,338.0,359.0,186.0,4.2,358.0,373.0
2021A00051313015,Rivière-Verte,715.72,2608.0,0.9,-7.6,711.0,657.0,0.3,308.0,309.0,200.0,-6.4,346.0,324.0
2021A00051313018,Saint-Basile,129.96,2466.0,5.7,24.3,592.0,736.0,32.2,245.0,324.0,187.0,26.7,270.0,342.0
2021A00051313020,St. Basile 10,3.07,3287.0,120.4,72.4,214.0,369.0,83.7,98.0,180.0,229.0,87.8,98.0,184.0
2021A00051313022,Saint-Joseph,321.42,1638.0,4.8,0.7,1538.0,1549.0,2.7,656.0,674.0,101.0,1.1,715.0,723.0
2021A00051313024,Saint-Jacques,298.44,1565.0,5.5,3.5,1596.0,1652.0,2.4,696.0,713.0,92.0,0.9,748.0,755.0
2021A00051313027,Edmundston,106.84,273.0,153.8,-0.9,16580.0,16437.0,1.9,7567.0,7707.0,8.0,0.8,8051.0,8117.0
2021A00051313028,Madawaska,173.42,4831.0,0.0,-100.0,10.0,0.0,-100.0,4.0,0.0,266.0,-100.0,4.0,0.0
2021A00051313031,Haut-Madawaska,611.55,906.0,6.1,0.2,3714.0,3720.0,4.5,1587.0,1658.0,40.0,-0.8,1795.0,1781.0
2021A00051313037,Lac Baker,37.24,2554.0,18.4,-0.7,690.0,685.0,3.1,326.0,336.0,197.0,-9.1,505.0,459.0
2021A00051314001,Durham,409.78,2179.0,2.3,-11.7,1076.0,950.0,-4.8,524.0,499.0,157.0,-4.9,592.0,563.0
2021A00051314003,Colborne,753.38,3624.0,0.4,17.2,227.0,266.0,11.6,121.0,135.0,248.0,12.5,144.0,162.0
2021A00051314004,Charlo,31.45,1794.0,42.1,1.0,1310.0,1323.0,1.3,624.0,632.0,119.0,0.7,719.0,724.0
2021A00051314005,Balmoral,1088.01,3483.0,0.3,11.2,278.0,309.0,6.1,114.0,121.0,241.0,9.2,120.0,131.0
2021A00051314006,Balmoral,43.33,1595.0,37.0,-4.2,1674.0,1603.0,-1.6,698.0,687.0,94.0,-1.0,720.0,713.0
2021A00051314008,Dalhousie,62.62,2008.0,17.4,2.2,1067.0,1090.0,2.9,483.0,497.0,139.0,3.8,531.0,551.0
2021A00051314010,Eel River 3,1.45,3374.0,235.9,4.0,329.0,342.0,4.2,143.0,149.0,234.0,7.5,146.0,157.0
2021A00051314011,Eel River Crossing,65.26,1446.0,28.3,-5.6,1953.0,1844.0,-1.3,850.0,839.0,84.0,-0.7,893.0,887.0
2021A00051314012,Addington,933.0,2530.0,0.7,6.4,656.0,698.0,5.2,310.0,326.0,196.0,6.3,333.0,354.0
2021A00051314013,Atholville,119.58,975.0,27.5,-7.8,3570.0,3290.0,-3.2,1539.0,1490.0,46.0,-2.1,1584.0,1550.0
2021A00051314014,Campbellton,18.57,582.0,379.5,2.4,6883.0,7047.0,4.3,3120.0,3254.0,16.0,2.6,3443.0,3531.0
2021A00051314015,Tide Head,19.34,2177.0,49.2,1.4,938.0,951.0,3.5,405.0,419.0,156.0,3.8,417.0,433.0
2021A00051314016,Eldon,1688.58,2577.0,0.4,0.3,672.0,674.0,-0.6,337.0,335.0,199.0,0.5,367.0,369.0
2021A00051314017,Dalhousie,15.12,993.0,213.1,3.1,3126.0,3223.0,0.5,1515.0,1523.0,47.0,-1.1,1696.0,1678.0
2021A00051314020,Kedgwick,649.36,1388.0,3.1,1.1,1964.0,1986.0,3.8,880.0,913.0,78.0,0.2,949.0,951.0
2021A00051314021,Saint-Quentin,2474.01,1662.0,0.6,-1.8,1532.0,1504.0,0.6,629.0,633.0,103.0,-1.1,696.0,688.0
2021A00051314022,Saint-Quentin,4.24,1324.0,504.7,-2.4,2194.0,2141.0,1.1,965.0,976.0,69.0,2.6,989.0,1015.0
2021A00051314025,Belledune,189.18,1792.0,7.0,-6.5,1417.0,1325.0,-1.9,701.0,688.0,117.0,-11.4,883.0,782.0
2021A00051314026,Indian Ranch,0.58,4120.0,232.2,50.6,89.0,134.0,40.0,35.0,49.0,253.0,32.4,37.0,49.0
2021A00051315002,Tracadie,516.55,276.0,31.1,-0.4,16114.0,16043.0,5.0,6775.0,7113.0,9.0,1.7,7416.0,7539.0
2021A00051315006,Allardville,654.6,1407.0,3.0,-4.1,2032.0,1949.0,2.0,861.0,878.0,81.0,-1.4,932.0,919.0
2021A00051315008,Bathurst,1502.74,764.0,3.2,-0.8,4797.0,4761.0,2.3,2056.0,2103.0,30.0,0.0,2292.0,2293.0
2021A00051315010,Pabineau 11,4.92,4125.0,27.0,-0.7,134.0,133.0,3.6,56.0,58.0,254.0,3.2,62.0,64.0
2021A00051315011,Bathurst,91.62,355.0,132.7,2.2,11897.0,12157.0,3.7,5615.0,5824.0,10.0,2.0,6317.0,6445.0
2021A00051315012,Beresford,455.61,629.0,13.7,-0.4,6248.0,6226.0,1.3,2639.0,2672.0,18.0,0.2,2780.0,2785.0
2021A00051315013,Pointe-Verte,13.76,2288.0,62.9,-2.4,886.0,865.0,-2.0,408.0,400.0,173.0,-4.0,451.0,433.0
2021A00051315014,Petit-Rocher,4.52,1405.0,432.2,3.0,1897.0,1954.0,4.6,851.0,890.0,80.0,7.5,896.0,963.0
2021A00051315015,Beresford,19.24,816.0,223.2,0.1,4288.0,4294.0,3.9,1938.0,2013.0,36.0,3.5,2150.0,2225.0
2021A00051315016,New Bandon,359.28,1896.0,3.3,-1.2,1214.0,1200.0,0.3,581.0,583.0,130.0,-10.1,794.0,714.0
2021A00051315017,Saint-Léolin,19.73,2687.0,31.2,-4.9,647.0,615.0,1.7,300.0,305.0,203.0,1.2,326.0,330.0
2021A00051315019,Paquetville,220.42,1279.0,10.2,-3.4,2329.0,2250.0,1.1,1033.0,1044.0,62.0,-1.2,1159.0,1145.0
2021A00051315020,Paquetville,9.26,2489.0,77.5,-0.3,720.0,718.0,3.2,314.0,324.0,191.0,3.8,346.0,359.0
2021A00051315021,Saint-Isidore,173.14,1804.0,7.6,-3.6,1361.0,1312.0,0.8,603.0,608.0,121.0,-2.3,658.0,643.0
2021A00051315022,Saint-Isidore,22.94,2353.0,35.3,6.0,764.0,810.0,7.1,340.0,364.0,178.0,1.3,382.0,387.0
2021A00051315024,Inkerman,107.63,1236.0,22.0,0.3,2366.0,2373.0,5.6,980.0,1035.0,61.0,7.2,1084.0,1162.0
2021A00051315026,Caraquet,109.32,1838.0,11.5,-5.7,1337.0,1261.0,0.7,598.0,602.0,124.0,-1.3,668.0,659.0
2021A00051315027,Bas-Caraquet,30.93,1807.0,42.4,0.5,1305.0,1311.0,2.3,602.0,616.0,122.0,1.8,675.0,687.0
2021A00051315028,Caraquet,68.13,819.0,62.9,0.9,4248.0,4285.0,3.1,1928.0,1988.0,37.0,3.6,2075.0,2150.0
2021A00051315029,Shippagan,204.52,761.0,23.4,-0.4,4800.0,4781.0,4.1,2159.0,2248.0,28.0,-1.0,2689.0,2663.0
2021A00051315030,Le Goulet,5.4,2441.0,138.6,-5.5,793.0,749.0,1.6,316.0,321.0,185.0,5.6,321.0,339.0
2021A00051315031,Shippagan,9.96,1135.0,268.3,3.6,2580.0,2672.0,7.8,1110.0,1197.0,54.0,4.0,1225.0,1274.0
2021A00051315032,Lamèque,12.4,1813.0,104.9,1.2,1285.0,1301.0,3.8,556.0,577.0,123.0,-2.1,619.0,606.0
2021A00051315033,Sainte-Marie-Saint-Raphaël,15.84,2338.0,51.8,-6.7,879.0,820.0,-1.7,402.0,395.0,176.0,-1.6,440.0,433.0
2021A00051315036,Bertrand,57.01,1942.0,20.2,-1.1,1166.0,1153.0,3.6,561.0,581.0,135.0,-1.9,678.0,665.0
2021A00051315037,Nigadoo,7.65,2112.0,130.4,3.5,963.0,997.0,7.1,407.0,436.0,151.0,3.0,437.0,450.0
2021A00051315038,Grande-Anse,24.27,2472.0,30.1,-18.7,899.0,731.0,-18.3,442.0,361.0,188.0,-20.3,517.0,412.0
2021A00051315040,Maisonnette,12.91,2859.0,41.4,8.1,495.0,535.0,8.9,270.0,294.0,211.0,0.3,400.0,401.0
2021A00052401023,Les Îles-de-la-Madeleine,155.06,354.0,78.6,1.5,12010.0,12190.0,5.4,5321.0,5610.0,91.0,3.1,6223.0,6413.0
2021A00052401042,Grosse-Île,32.28,3018.0,14.4,-0.2,465.0,464.0,3.3,213.0,220.0,945.0,-0.8,254.0,252.0
2021A00052402005,Percé,432.81,1021.0,7.2,-0.3,3103.0,3095.0,1.8,1523.0,1550.0,267.0,-1.0,1880.0,1862.0
2021A00052402010,Sainte-Thérèse-de-Gaspé,34.45,2133.0,28.4,-3.5,1015.0,979.0,2.8,462.0,475.0,668.0,-1.0,509.0,504.0
2021A00052402015,Grande-Rivière,87.92,952.0,38.5,-0.7,3408.0,3384.0,2.0,1610.0,1643.0,244.0,1.3,1701.0,1723.0
2021A00052402028,Chandler,418.45,546.0,17.9,-0.7,7546.0,7490.0,3.7,3445.0,3572.0,134.0,1.5,3739.0,3794.0
2021A00052402047,Port-Daniel--Gascons,300.29,1269.0,7.6,2.8,2210.0,2271.0,9.9,982.0,1079.0,365.0,7.6,1140.0,1227.0
2021A00052402902,Mont-Alexandre,1800.87,4831.0,0.0,,0.0,0.0,,0.0,0.0,1194.0,,0.0,0.0
2021A00052403005,Gaspé,1118.77,289.0,13.5,3.4,14568.0,15063.0,5.7,6412.0,6780.0,74.0,3.9,7074.0,7352.0
2021A00052403010,Cloridorme,158.74,2702.0,3.8,-9.5,671.0,607.0,-6.3,336.0,315.0,860.0,-3.8,397.0,382.0
2021A00052403015,Petite-Vallée,39.9,4023.0,3.9,-7.6,170.0,157.0,-1.2,83.0,82.0,1136.0,7.7,91.0,98.0
2021A00052403020,Grande-Vallée,144.16,2020.0,7.5,1.9,1057.0,1077.0,7.5,493.0,530.0,629.0,4.6,569.0,595.0
2021A00052403025,Murdochville,60.84,2638.0,10.6,-1.2,651.0,643.0,4.5,313.0,327.0,838.0,-7.0,512.0,476.0
2021A00052403902,Rivière-Saint-Jean,1748.14,4831.0,0.0,,0.0,0.0,,0.0,0.0,1194.0,,0.0,3.0
2021A00052403904,Collines-du-Basque,817.84,4831.0,0.0,,0.0,0.0,,0.0,0.0,1194.0,-100.0,5.0,0.0
